MARCA;CATEGORIA;TRANSMISION;KILOMETRAJE;COLOR;VALOR MERCADO;PRECIO VENTA
Volkswagen;Sedan;automatic;37628;black;14950;17100
Volvo;SUV;automatic;39860;blue;20400;20600
Toyota;Sedan;automatic;38882;red;13200;13500
Toyota;Sedan;automatic;2575;black;21800;22000
Toyota;Double Cab;automatic;32198;blue;21200;20500
Volkswagen;Sedan;automatic;38680;white;10900;11800
Subaru;Sedan;manual;9419;blue;22600;23750
Nissan;Sedan;automatic;10929;black;17250;20250
Toyota;SUV;automatic;36431;black;25200;24200
Nissan;Sedan;;34469;white;9750;4000
Subaru;Sedan;manual;27196;blue;21800;21000
Volkswagen;Hatchback;automatic;37320;white;11400;11400
Toyota;Sedan;automatic;36159;silver;18850;19500
Scion;Coupe;automatic;46283;red;15800;10600
Nissan;Minivan;automatic;9531;white;14550;16000
Toyota;SUV;automatic;54735;gray;16800;7000
Volkswagen;Sedan;automatic;27525;burgundy;11650;4900
Nissan;SUV;automatic;67280;gray;12600;11000
Nissan;Minivan;;10106;brown;25100;25750
Volkswagen;Hatchback;automatic;38180;silver;11450;11800
Volkswagen;Sedan;automatic;34988;gray;16150;15500
Nissan;Sedan;automatic;13675;beige;15150;14750
Toyota;SUV;automatic;36465;brown;26900;27000
Nissan;SUV;;22425;white;15000;15250
Scion;Hatchback;manual;19584;gray;13800;14400
Nissan;Sedan;automatic;29616;white;19000;22500
Porsche;SUV;automatic;15746;gray;49300;46500
Nissan;Sedan;;44428;white;11000;11000
Porsche;Convertible;automatic;16868;black;80000;88500
Volkswagen;Sedan;automatic;37102;silver;13500;13500
Volkswagen;Sedan;automatic;39554;black;10850;11400
Nissan;Sedan;automatic;24185;black;14500;12900
Nissan;SUV;automatic;37767;black;18250;18300
Nissan;Sedan;automatic;26850;blue;10100;9500
Nissan;SUV;automatic;41214;gray;14250;13400
Nissan;Sedan;automatic;29111;red;11900;12200
Volkswagen;Sedan;automatic;38611;black;12900;13900
Nissan;SUV;automatic;32822;gray;18750;19200
Toyota;Hatchback;automatic;57865;silver;13300;14800
Nissan;Sedan;automatic;20379;blue;10400;10300
Volvo;Sedan;automatic;2477;black;26700;25750
Nissan;Crew Cab;automatic;15240;white;22000;22750
Nissan;Sedan;automatic;10688;black;12850;14500
Nissan;Sedan;automatic;15690;white;15000;17000
Porsche;Convertible;automatic;25019;black;48000;49500
Nissan;Sedan;automatic;35011;black;11500;12000
Volkswagen;Sedan;automatic;36874;blue;11050;11500
Toyota;Sedan;automatic;37028;black;17950;21000
Nissan;Sedan;automatic;37293;red;10550;11100
Nissan;Crew Cab;;15035;gray;20300;19000
Toyota;Sedan;automatic;50451;blue;10500;10500
Scion;Wagon;automatic;16949;white;13500;14500
Toyota;SUV;automatic;39437;orange;26600;26500
Nissan;Sedan;;30168;silver;9800;10500
Nissan;Sedan;;19765;black;10350;8600
Nissan;Wagon;automatic;24437;white;11350;12200
Scion;Coupe;automatic;10912;gray;18350;20250
Volkswagen;Wagon;automatic;38082;blue;11050;12000
Toyota;Sedan;automatic;8649;black;12950;13000
Nissan;Sedan;automatic;11338;gray;11000;12400
Nissan;SUV;automatic;12194;gray;16000;16250
Volkswagen;Hatchback;automatic;39162;white;11350;12100
Toyota;SUV;automatic;52002;silver;30500;25900
Toyota;SUV;automatic;24592;black;30200;34000
Nissan;Sedan;automatic;27953;red;10000;10000
Nissan;Sedan;automatic;37803;gray;15150;2000
Volvo;Sedan;automatic;19942;white;15550;20000
Toyota;Hatchback;automatic;45805;silver;14550;16200
Subaru;Sedan;automatic;24734;red;15900;9800
Nissan;Hatchback;automatic;8485;black;15150;15000
Nissan;Sedan;;28786;white;9850;7700
Nissan;Minivan;automatic;22654;black;23000;22800
Nissan;SUV;automatic;63459;black;18100;19500
Nissan;SUV;;22338;silver;15050;18000
Toyota;Wagon;automatic;41829;white;16600;17600
Volkswagen;Sedan;automatic;37508;black;10950;11600
Nissan;SUV;;27187;blue;14550;15500
Nissan;Sedan;automatic;29277;black;11850;12250
Nissan;Sedan;;21896;brown;14500;14500
Volkswagen;Sedan;;18293;blue;12250;7200
Nissan;Wagon;automatic;26505;blue;11850;12100
Toyota;Double Cab;automatic;18015;silver;24400;23700
Nissan;SUV;;11284;gray;20400;21500
Porsche;SUV;automatic;26999;black;58000;55000
Volkswagen;Hatchback;automatic;37791;black;11800;11600
Nissan;Sedan;automatic;45876;silver;10400;10800
Nissan;SUV;automatic;44897;black;19400;19700
Nissan;Sedan;automatic;39548;white;10400;10500
Toyota;Sedan;automatic;35400;gray;11500;11700
Nissan;SUV;automatic;32117;red;15800;15800
Nissan;Sedan;automatic;38775;red;10450;10900
Nissan;Sedan;;11357;gray;12600;11500
Toyota;Hatchback;automatic;36882;gray;9575;9900
Nissan;SUV;automatic;7794;white;16450;18250
Nissan;Sedan;automatic;22420;gray;12200;12000
Porsche;Sedan;automatic;12379;black;61000;59750
Volkswagen;Hatchback;automatic;38019;gray;11500;27100
Volkswagen;Sedan;automatic;37724;silver;13000;13400
Nissan;Sedan;;18265;black;14800;12750
Toyota;Sedan;automatic;19377;gray;11850;12400
Nissan;King Cab;automatic;20893;white;13750;9000
Volkswagen;Hatchback;automatic;40250;gray;11300;11600
Nissan;Sedan;automatic;29258;white;11650;10500
Toyota;Wagon;automatic;38288;white;16850;17100
Nissan;Sedan;;54019;purple;10500;9500
Volkswagen;Sedan;automatic;24369;black;16350;13100
Toyota;Hatchback;automatic;68829;white;13550;14600
Toyota;Wagon;automatic;38759;white;17250;17500
Toyota;SUV;automatic;39900;white;28300;28000
Nissan;Sedan;automatic;20906;white;16850;17750
Nissan;Sedan;automatic;15343;gray;10400;11000
Toyota;Sedan;automatic;34549;silver;23200;15500
Volkswagen;Sedan;automatic;39931;black;11050;11700
Subaru;Hatchback;automatic;20091;silver;19300;18500
Nissan;Sedan;;34561;white;9750;6000
Nissan;Sedan;automatic;16417;silver;17050;16250
Volkswagen;Sedan;automatic;35303;gray;13300;13300
Toyota;Double Cab;automatic;39631;white;25800;27000
Nissan;SUV;automatic;4423;white;18400;18000
Subaru;Sedan;manual;22006;blue;31200;29000
Nissan;Wagon;automatic;36297;silver;11500;12300
Toyota;Minivan;automatic;63250;burgundy;15900;16600
Nissan;Sedan;automatic;1;gray;16950;1000
Toyota;Sedan;automatic;13948;beige;14950;14900
Nissan;Sedan;manual;18366;gray;9300;9500
Nissan;Sedan;automatic;41426;gray;9450;4000
Porsche;Sedan;automatic;33876;white;54000;58000
Nissan;Sedan;automatic;33219;white;11200;10300
Toyota;Sedan;automatic;30392;black;15200;15700
Scion;Coupe;manual;13325;gray;18650;18700
Nissan;Sedan;automatic;36247;black;11000;11400
Nissan;Sedan;automatic;26640;white;14150;15250
Volkswagen;Sedan;automatic;14779;gray;20400;20200
Nissan;Sedan;automatic;39904;white;10350;10600
Nissan;SUV;automatic;41841;gray;16900;16700
Nissan;Sedan;automatic;50045;gray;10150;10600
Nissan;SUV;automatic;35138;white;17600;20500
Porsche;Convertible;automatic;21938;black;41200;39500
Toyota;Sedan;automatic;42988;gray;10900;4000
Toyota;Sedan;automatic;56455;gray;15700;17750
Toyota;Hatchback;automatic;32808;silver;10450;7300
Toyota;Sedan;automatic;48376;gray;10750;11500
Toyota;Sedan;automatic;41961;white;11100;11500
Nissan;Sedan;automatic;43769;silver;10100;10900
Toyota;Double Cab;automatic;36744;silver;27200;26750
Nissan;Sedan;automatic;29165;gray;9825;10200
Nissan;Sedan;automatic;23444;silver;12050;10800
Toyota;Hatchback;automatic;39968;black;15150;15800
Nissan;Sedan;;41790;silver;9400;9300
Toyota;Double Cab;automatic;11094;brown;24900;21000
Toyota;Minivan;automatic;40052;white;18250;20400
Volkswagen;Hatchback;automatic;37618;white;11500;11900
Toyota;Sedan;automatic;35516;silver;11250;8200
Nissan;Sedan;automatic;42704;black;10750;10700
Nissan;SUV;automatic;34651;white;14300;14900
Volvo;Sedan;automatic;27368;white;18550;19000
Nissan;Sedan;automatic;24984;silver;10200;9200
Nissan;SUV;automatic;23629;white;22800;18900
Nissan;SUV;automatic;19742;white;21400;22500
Volkswagen;Sedan;automatic;39556;silver;13250;12000
Nissan;SUV;automatic;14805;gray;24100;25250
Nissan;Minivan;;27948;gray;22300;20750
Toyota;Sedan;automatic;31300;silver;13350;11200
Nissan;Sedan;automatic;14421;white;21300;20000
;;automatic;23208;gray;47200;46000
bmw;;automatic;50790;gray;33900;33500
BMW;Convertible;automatic;28925;white;48500;50500
Acura;Sedan;automatic;43127;black;16450;17800
BMW;Convertible;;16381;gray;48200;46500
;;automatic;19785;beige;49500;46000
BMW;Coupe;automatic;34941;black;42600;42500
BMW;Sedan;automatic;45443;black;29500;30500
BMW;Convertible;automatic;20904;gray;50100;49000
BMW;Sedan;automatic;54744;black;27600;29250
BMW;Coupe;automatic;24452;white;44800;44000
BMW;Sedan;automatic;35818;black;35600;35250
BMW;Convertible;automatic;14149;black;39900;40500
BMW;Convertible;automatic;27675;blue;28200;25750
BMW;Coupe;automatic;39628;black;42200;42000
Acura;Sedan;automatic;28395;gray;19200;20200
BMW;Sedan;automatic;28170;gray;35100;47000
BMW;Sedan;automatic;14769;gray;39800;34750
BMW;Convertible;automatic;34780;black;47000;47000
BMW;Convertible;automatic;35711;blue;27700;25500
;;automatic;48424;black;42300;43000
Acura;Sedan;automatic;19669;black;19850;21600
BMW;Sedan;automatic;32509;white;40000;40000
bmw;;automatic;31762;black;45000;45000
BMW;Sedan;automatic;29808;black;30500;26500
Audi;Sedan;automatic;13044;black;37800;35250
Audi;Sedan;automatic;36671;black;39300;40500
BMW;Coupe;automatic;37632;gray;30200;32000
BMW;Sedan;automatic;27979;gray;33100;34750
BMW;Sedan;automatic;22371;black;34300;34750
BMW;Sedan;automatic;32960;white;31000;29250
BMW;Convertible;automatic;46534;white;42300;41500
BMW;Sedan;automatic;29157;brown;24600;24750
Audi;Coupe;automatic;32737;white;25000;26500
BMW;Sedan;automatic;43112;gray;28900;29000
Acura;Sedan;automatic;21443;silver;19700;20900
BMW;Sedan;automatic;27181;black;33300;34750
BMW;Sedan;automatic;33760;gray;34200;32750
BMW;Convertible;automatic;28509;blue;23300;22750
Acura;Sedan;automatic;31595;white;18100;18900
BMW;Convertible;automatic;14910;gray;30700;31500
BMW;Convertible;automatic;31388;gray;28300;27500
Acura;Sedan;automatic;37284;red;17700;18400
bmw;;automatic;53016;white;31300;34250
bmw;;automatic;24739;white;47000;46750
BMW;Convertible;automatic;32456;blue;27500;26750
BMW;Convertible;automatic;35000;silver;27800;27500
bmw;;automatic;36156;blue;34800;35500
BMW;Sedan;automatic;24576;black;41800;40500
Acura;Sedan;automatic;32354;black;18900;20300
;;automatic;35093;blue;45200;44500
Acura;Sedan;automatic;36621;gray;16800;18200
BMW;Coupe;manual;37168;blue;18100;18000
BMW;Sedan;automatic;18602;white;43200;42000
Acura;SUV;;35348;gray;22700;22000
BMW;Convertible;automatic;25240;black;42000;42500
BMW;Sedan;automatic;38066;black;40200;42500
BMW;Convertible;automatic;28606;gray;48600;49500
BMW;Coupe;automatic;26086;black;22300;22750
bmw;;automatic;17647;gray;49000;49000
BMW;Convertible;automatic;43505;gray;43000;44500
BMW;Convertible;automatic;32289;gray;47000;48000
bmw;;automatic;40183;gray;34000;35500
BMW;Convertible;automatic;24380;black;24100;35500
MINI;Hatchback;manual;51347;gray;13700;13750
Audi;Coupe;automatic;33856;white;24700;27000
BMW;Sedan;;25355;white;25300;14750
BMW;Sedan;automatic;30445;black;29900;28500
BMW;Sedan;automatic;46943;white;33900;33000
BMW;Coupe;manual;27312;gray;31300;33000
BMW;Convertible;automatic;33355;gray;28000;27500
BMW;Sedan;automatic;34966;white;34000;32500
BMW;Sedan;automatic;36617;black;23900;23500
BMW;Coupe;manual;16827;black;32600;34750
bmw;;automatic;42482;black;33500;33000
BMW;Convertible;automatic;35458;black;45100;44250
BMW;Convertible;automatic;35920;silver;40000;41000
BMW;Sedan;automatic;30313;black;40500;40000
Acura;Sedan;automatic;43807;black;17300;17900
Acura;Sedan;automatic;50229;black;19700;20500
;;automatic;33155;gray;46100;45500
BMW;Sedan;automatic;38866;gray;33700;34000
BMW;Coupe;automatic;20163;black;23000;20000
Acura;SUV;automatic;30901;white;23200;22500
BMW;Convertible;;42686;gray;43300;41100
Acura;Sedan;automatic;13424;black;17950;19600
BMW;Sedan;automatic;52387;gray;31300;32500
BMW;Coupe;automatic;18057;white;23000;22250
Acura;Sedan;automatic;35604;gray;18700;16800
BMW;Convertible;automatic;27272;gray;28900;31750
bmw;;automatic;30917;gray;45200;46000
BMW;Convertible;automatic;26704;silver;48700;49250
BMW;Sedan;automatic;41539;white;32800;36750
Acura;Hatchback;automatic;33680;black;28200;26600
BMW;Convertible;automatic;37032;black;26300;25000
Audi;Sedan;automatic;15193;black;22900;24250
Acura;Sedan;automatic;30406;gray;18150;19100
BMW;Sedan;automatic;54898;white;30600;31000
BMW;Sedan;automatic;62345;gray;26000;24750
BMW;Convertible;automatic;48143;black;33800;33000
BMW;Sedan;automatic;35294;white;31600;28000
BMW;Convertible;automatic;44520;black;40900;40500
BMW;Sedan;automatic;59814;white;26500;28000
Audi;Sedan;automatic;13936;black;33900;33100
BMW;Convertible;automatic;45540;blue;42800;40750
Acura;Sedan;automatic;28151;black;21900;21000
BMW;Convertible;automatic;29297;white;28600;30000
BMW;Coupe;automatic;32341;gray;43200;43500
BMW;Sedan;automatic;17676;blue;38200;36500
Acura;Sedan;automatic;27906;gray;17150;14000
Acura;Sedan;automatic;10225;white;20500;19400
Audi;Coupe;automatic;11740;gray;91000;91000
BMW;Coupe;automatic;36013;black;21900;21000
Acura;Sedan;automatic;23568;white;17450;19100
BMW;Coupe;automatic;47581;white;20900;21250
BMW;Sedan;automatic;46766;black;34000;33750
bmw;;automatic;29564;white;45600;47000
BMW;Sedan;automatic;50727;white;28400;26750
Audi;Sedan;automatic;44002;black;28400;30000
BMW;Sedan;automatic;54355;gray;22000;22000
bmw;;automatic;32267;blue;45700;45000
bmw;;automatic;53746;black;38800;39500
BMW;Convertible;automatic;26425;blue;29000;29000
Acura;SUV;automatic;36533;brown;29300;30750
BMW;SUV;automatic;37120;black;27700;27500
BMW;Convertible;automatic;23496;white;49800;51250
Acura;Sedan;automatic;33771;black;16900;16200
BMW;Sedan;automatic;43260;black;29900;27750
BMW;Sedan;automatic;38006;gray;38700;37500
MINI;Hatchback;automatic;21924;red;14250;12600
bmw;;automatic;49972;white;39800;40500
BMW;Convertible;automatic;17453;blue;30300;31250
BMW;Convertible;automatic;30653;black;23500;22000
BMW;SUV;automatic;42148;gray;25700;29000
bmw;;automatic;44274;black;33300;33250
Acura;Sedan;automatic;57367;black;19000;18000
Audi;Coupe;automatic;22938;black;35700;36500
Audi;SUV;automatic;38750;black;31800;31250
bmw;;automatic;15452;beige;42800;41500
bmw;;automatic;43022;white;41800;43750
Acura;SUV;automatic;37587;white;29200;31000
BMW;Sedan;automatic;47390;black;33100;34250
BMW;Sedan;automatic;43662;gray;38400;36500
Audi;Sedan;automatic;47513;white;28500;28750
bmw;;automatic;43648;blue;41600;40000
BMW;Sedan;automatic;29460;black;40700;40500
BMW;Sedan;automatic;37915;black;33500;34000
Acura;Sedan;automatic;91532;black;15650;15000
Audi;Sedan;automatic;39272;blue;19500;20250
BMW;Convertible;automatic;26285;gray;28800;26500
BMW;Convertible;automatic;36051;gray;46400;42900
Audi;Sedan;automatic;48158;blue;18650;19500
BMW;Convertible;automatic;35006;white;27800;27300
BMW;Sedan;automatic;35638;blue;31500;31500
BMW;Sedan;automatic;26936;gray;35800;34500
BMW;Coupe;automatic;50362;white;40500;42000
bmw;;automatic;46501;black;40800;42500
Acura;SUV;automatic;34643;gray;26600;27000
BMW;Sedan;automatic;36773;black;33700;32500
Dodge;Sedan;automatic;65600;gray;7875;8300
Ford;Van;;42804;white;16150;16000
Ford;SUV;automatic;45035;gray;15450;14100
Dodge;Sedan;automatic;38669;black;8975;9400
Ford;SUV;automatic;20035;gray;20700;20800
BMW;SUV;automatic;39302;black;36100;39750
Cadillac;SUV;automatic;64568;black;16350;15750
Chevrolet;Crew Cab;automatic;32104;silver;23300;23000
Ford;SUV;automatic;41115;white;19800;22100
Ford;Hatchback;automatic;26747;red;12900;14000
BMW;Convertible;automatic;19767;black;31000;32000
BMW;SUV;automatic;38715;black;36400;34000
Chevrolet;Sedan;automatic;69407;white;7950;9000
Chevrolet;SUV;automatic;41873;white;16600;18200
Chevrolet;Sedan;automatic;67196;black;8425;9300
Ford;Hatchback;automatic;29499;black;12900;14900
Ford;Sedan;automatic;64750;red;8150;8500
Ford;Crew Cab;automatic;31076;gray;41800;44750
Buick;SUV;automatic;21147;silver;25800;24500
Ford;Hatchback;automatic;38159;white;9250;5500
Chevrolet;Sedan;automatic;60360;white;8300;8800
Ford;SUV;;65503;white;15200;6000
FIAT;Hatchback;manual;37547;black;8575;8000
BMW;SUV;automatic;56780;black;30200;30000
Chrysler;Sedan;automatic;55277;black;8750;6900
Ford;Hatchback;automatic;68306;white;8700;8200
Ford;Hatchback;manual;36404;red;8700;8200
Ford;SUV;automatic;31495;blue;19550;18300
Ford;SUV;automatic;84062;blue;9250;9900
Dodge;SUV;automatic;46816;silver;12350;14400
Ford;SUV;automatic;67529;silver;12900;10800
Ford;Sedan;automatic;89575;red;7475;9000
BMW;Convertible;automatic;41179;black;30300;27500
Dodge;Sedan;automatic;27842;black;31600;34750
Ford;Wagon;automatic;34682;gray;16500;18100
Ford;Wagon;automatic;44712;black;23800;24800
BMW;SUV;automatic;37269;gray;36500;36500
ford;;automatic;84186;white;12200;10300
Chevrolet;Sedan;manual;53563;silver;8050;7500
BMW;SUV;automatic;24720;gray;38600;42500
Chevrolet;Convertible;automatic;35815;silver;16900;16100
Chevrolet;SUV;automatic;80435;silver;12500;12400
Chrysler;Sedan;automatic;27368;gray;21300;22000
Ford;SuperCrew;;51189;gray;19700;20200
Ford;SUV;automatic;44896;black;16550;19250
Ford;SUV;automatic;35488;gray;16000;14000
FIAT;Convertible;manual;27596;green;8725;10000
BMW;SUV;automatic;50002;gray;25600;26000
Chevrolet;Sedan;automatic;58781;white;8925;10000
Buick;SUV;automatic;34807;beige;24100;22000
Chevrolet;SUV;automatic;58112;silver;11900;11900
Chevrolet;Sedan;automatic;56524;white;9350;9200
Chevrolet;Crew Cab;automatic;61464;white;22600;22500
Cadillac;SUV;automatic;35551;black;36600;36500
Ford;SUV;automatic;30843;white;15750;16000
Dodge;Minivan;automatic;97805;silver;7975;8900
Chevrolet;Sedan;automatic;26691;white;10450;11500
Dodge;Minivan;automatic;54064;black;10650;11750
Ford;SUV;automatic;24065;black;21100;23000
Chrysler;Sedan;automatic;1;gray;10450;1300
Ford;SUV;automatic;30801;white;15400;16600
BMW;SUV;automatic;39766;black;40100;37500
Ford;Hatchback;automatic;63205;black;8525;8300
Chevrolet;Sedan;automatic;76900;white;8475;5600
Ford;SUV;automatic;21368;brown;16300;16200
Chevrolet;Sedan;automatic;67321;silver;9400;9300
Ford;Sedan;automatic;149962;white;3650;3200
Cadillac;CTS Coupe;automatic;18736;brown;27100;27500
Ford;Sedan;automatic;9059;gray;11050;12100
Chevrolet;Extended Cab;;66654;red;19950;23000
Chevrolet;Sedan;automatic;34564;silver;9000;7900
Dodge;Sedan;automatic;63184;gray;7950;8000
Ford;SuperCrew;automatic;28687;gray;26700;30500
BMW;SUV;automatic;26640;gray;39200;40250
Ford;SUV;automatic;31566;blue;19550;19800
Dodge;Minivan;automatic;43287;silver;11450;12000
Ford;SUV;automatic;32802;black;19400;18400
Chrysler;Minivan;automatic;71067;white;11950;4000
Chevrolet;Sedan;automatic;62053;black;9075;7100
Chevrolet;Sedan;automatic;57479;silver;9275;9300
Ford;Hatchback;automatic;21147;black;10650;11300
Dodge;Minivan;automatic;63821;white;10450;10100
Cadillac;SUV;automatic;53781;black;35600;35500
Ford;E-Series Van;automatic;46441;white;16000;11900
Chevrolet;Hatchback;automatic;42947;burgundy;13850;15750
Chevrolet;Sedan;automatic;61852;blue;8500;10000
Ford;Sedan;automatic;17319;white;15100;14600
Ford;Sedan;automatic;22548;black;10500;10500
Ford;Hatchback;automatic;44674;white;9475;4000
Ford;Hatchback;automatic;48952;white;10050;11700
Chevrolet;Sedan;automatic;36315;red;10100;10400
Chevrolet;Extended Cab;automatic;10482;white;20600;20200
BMW;SUV;automatic;63550;gray;24800;25000
Chevrolet;Sedan;automatic;72362;silver;8850;8800
